name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5
はじめしゃちょー,2,7596,6,256.0,-5.1000000000000005,0.5999999999999943,12.9,63.5,7.8,64.1,8.0,95.0,6.0,0.0,153.0,95.0,6.0,248.0,4.78898217854854e-293,0.00016689188565712927,18.023464870068285,452337.0316286251,46.2682640458557,43829.672397128204,103202.2726486069,21762.792899384833,1893.650829104674,65280.57854141621,222372,1596.9118831029214,2627.313870458458
はるな愛,6,6183,9,81.0,-1.3000000000000007,1.7999999999999972,13.5,92.0,12.2,93.8,2.0,6.0,5.0,3.0,28.0,27.0,8.0,55.0,1.3302349001874525e-08,0.00010378848891154199,7.36118029962773,103045.59969615674,12.962392064571656,12162.181310526963,28958.64964337887,6908.918028220305,947.4341068870033,19109.156716475132,61034,1114.5489712612166,2340.1539361017985
ぺこぱ,7,12620,14,179.0,-2.799999999999997,0.8999999999999915,23.9,88.7,21.1,89.6,13.0,38.0,10.0,3.0,82.0,66.0,13.0,148.0,1.2440619788056169e-08,0.00012995212751760915,16.113405006259327,322045.06035267166,37.19577140976649,21074.115533227807,50096.485944945394,11179.60865226181,1090.9948037146517,32424.526621810375,105628,2052.8098725294294,3463.1093854985884
ぼる塾,16,114741,32,142.0,2.0,-0.30000000000001137,17.5,78.9,19.5,78.6,42.0,150.0,27.0,5.0,116.0,26.0,32.0,142.0,8.940813858543044e-11,0.0014391570331354815,10.596623495685296,255696.05063142252,25.616534919806966,81861.95757633663,194495.2535175304,42978.39776088204,4745.445018160838,126200.62665041885,410899,22735.419034294086,35534.95657392951
ゆうたろう_(モデル),5,6204,20,99.0,1.2000000000000002,-4.6,0.9,15.9,2.1,11.3,15.0,22.0,11.0,2.0,39.0,22.0,13.0,61.0,0.0,0,6.114193872707781,109696.34825094657,13.561638473795016,16184.106126745677,38695.53161219097,10603.29960198187,1129.1773490239157,25559.281771651327,80874,331.4857401358982,398.0037878939599
ゆりやんレトリィバァ,6,17323,32,202.0,0.3000000000000007,-0.8999999999999915,20.2,90.6,20.5,89.7,-25.0,44.0,8.0,20.0,72.0,62.0,28.0,134.0,4.292691895546531e-10,7.888174579781106e-05,16.610789910372976,384128.1739219302,38.17885374804801,19686.0361100678,46943.70116008277,11138.449864028997,919.6489851465896,30453.442309801503,98301,3022.7642484387643,5329.792310181107
りょう_(女優),7,11586,33,447.0,-1.5999999999999979,2.200000000000003,21.2,72.0,19.6,74.2,14.0,235.0,12.0,2.0,210.0,67.0,14.0,277.0,0.0,0,28.054190170823308,610115.8015368768,60.37492068012981,17767.457184004284,42090.57343979349,9453.330256148029,784.6315321687031,26927.99643823805,89482,2247.8583871131646,3702.8682776037176
アンミカ,9,120781,24,248.0,7.100000000000001,0.5,20.7,92.6,27.8,93.1,16.0,173.0,13.0,3.0,160.0,36.0,16.0,196.0,3.031336174187067e-08,0.01257373348607793,19.05708727560012,489523.5828933625,50.75182463153937,94560.69651437584,225841.6365593474,57088.282493143364,4526.0320836128885,147035.94655785093,471387,23726.048899368434,37182.748850811244
イモトアヤコ,10,24932,4,70.0,1.2999999999999972,-0.20000000000000284,35.2,97.7,36.5,97.5,10.0,109.0,4.0,0.0,63.0,7.0,4.0,70.0,4.241165125526645e-08,0.0021920256971831114,5.7069965603700155,129822.72478822619,14.925400295384891,26041.019614056324,60750.94602045112,9820.54005672868,706.3805212496466,37349.68378825145,133287,3641.429356183706,4629.307455604147
ウエンツ瑛士,9,14220,10,56.0,-3.6999999999999993,1.1000000000000085,20.2,93.1,16.5,94.2,7.0,26.0,6.0,3.0,21.0,7.0,9.0,28.0,2.9247826623647743e-08,0.00013764865008483113,4.605744374956639,133244.35464803857,14.229333793143674,16321.86688403084,38070.454821566454,6231.864441831872,498.719729500868,23458.235376685614,83585,2271.37595523795,3094.540317970717
ウド鈴木,9,14525,16,55.0,-0.6999999999999993,-0.5,16.8,92.4,16.1,91.9,23.0,51.0,12.0,3.0,36.0,8.0,15.0,44.0,1.129583413996328e-07,0.00024547625930232625,4.523800112648832,100385.50589511797,10.967590784766521,15327.124751508603,36320.85816806244,7869.008171511865,639.826291984787,23221.779764150197,77084,1629.2186193457899,2276.8069125662246
オダギリジョー,10,74222,84,234.0,3.0,0.6999999999999886,23.5,87.4,26.5,88.1,108.0,135.0,59.0,10.0,103.0,47.0,69.0,150.0,3.962182608758459e-09,0.00016356163531863624,20.14394236603033,384412.78943531646,37.14862743913018,54572.471247356756,126617.91940464293,16227.315928319698,1355.7731908748033,76936.43796800118,280758,11477.085654279304,14901.326187047343
カズレーザー,13,51839,50,254.0,0.3999999999999986,0.7000000000000028,33.6,96.1,34.0,96.8,45.0,118.0,32.0,6.0,121.0,53.0,38.0,174.0,1.160197131970497e-11,0.0001456217470437302,24.00170400389181,498558.92934644525,55.409999649269615,62447.317668937445,148768.3447305766,35197.45221701075,3687.213157746103,97107.5300858068,312557,8941.510782974505,11975.066336439753
カンニング竹山,8,19146,21,137.0,-0.3000000000000007,0.29999999999999716,16.6,94.0,16.3,94.3,16.0,-25.0,16.0,2.0,34.0,59.0,18.0,93.0,6.261403659021223e-08,0.0006605760637012978,10.780523763454669,202880.31909638166,24.46808511168706,22595.30757945347,54052.40420893195,13399.383345053833,1551.267283343922,35765.00292305407,112568,2302.983095363259,3627.629670759492
ガンバレルーヤ,12,37521,14,97.0,2.5,0.5,26.9,89.2,29.4,89.7,23.0,78.0,12.0,1.0,65.0,26.0,13.0,91.0,1.939065301870521e-08,0.0003371606119079548,8.885049264266693,196059.96819856472,20.18597689893954,25805.694657895343,60747.41425284068,12051.458176056725,818.0002530421034,38103.981765827826,130774,7297.066360844016,9877.905833429299
キムラ緑子,6,13302,7,56.0,0.09999999999999964,0.7999999999999972,12.6,52.7,12.7,53.5,0.0,23.0,1.0,2.0,19.0,6.0,3.0,25.0,4.439361841284312e-09,1.861049591086423e-05,4.897708756310076,105262.96298413759,10.204855209780407,17991.977916833366,42142.97402852526,7230.292656354415,630.6018456886886,26262.67046312256,91671,2730.028118261802,3557.0640383734158
ケンドーコバヤシ,6,24481,8,95.0,0.3000000000000007,0.0,22.7,91.9,23.0,91.9,6.0,53.0,6.0,2.0,52.0,18.0,8.0,70.0,1.0825600363567014e-07,0.0012801334469143529,6.565651478001992,132845.8283271471,14.671498784857175,33092.99669420245,81873.24788952406,33626.681216555386,4747.217035910802,59528.45361204665,159717,4043.93648731252,8815.281529084043
サンシャイン池崎,16,56757,25,80.0,0.29999999999999716,0.0,21.1,91.5,21.4,91.5,30.0,89.0,22.0,2.0,62.0,9.0,24.0,71.0,1.872291976347072e-09,2.524915368121568e-05,6.68576683982046,136834.97038013866,14.190117213859589,31715.210424463832,74678.51975287031,13151.637114818303,1515.008208760084,47371.55256036965,160690,8907.704892844713,13564.210839968797
サンドウィッチマン_(お笑いコンビ),7,41057,28,233.0,2.6000000000000085,0.19999999999998863,64.8,97.9,67.4,98.1,21.0,206.0,17.0,4.0,158.0,32.0,21.0,190.0,2.1364879679985746e-07,0.004210785492295147,18.25568553457097,413262.61922254955,44.560756682067726,64405.45568780139,153909.19711904228,38969.091968852175,3835.090115608229,101033.54616476505,321165,11002.686605002786,16135.816939901693
シシド・カフカ,3,7996,3,32.0,0.0,0.0,11.3,60.4,11.3,60.4,4.0,20.0,2.0,0.0,14.0,6.0,2.0,20.0,1.2825781797644006e-08,5.923312422467705e-05,2.2088716699997106,49333.402911007775,5.369621514667145,12638.29073316243,29542.377475466987,5037.031049123991,483.0072959458905,18372.663404003437,64595,1529.483315920133,1890.3968780722882
シソンヌ_(お笑いコンビ),9,50373,29,156.0,3.1000000000000014,2.6000000000000014,20.4,63.9,23.5,66.5,18.0,84.0,19.0,5.0,87.0,32.0,24.0,119.0,1.691575194229249e-08,0.00010612438001008784,12.9154472105644,254315.86745010447,29.989189481169685,62881.42726885693,150318.04543079817,38803.93073433472,3344.8769565028597,98296.69021808651,313369,8716.72979710611,15971.55223635152
タカアンドトシ,8,19947,6,55.0,-0.8999999999999986,-0.29999999999999716,40.0,95.0,39.1,94.7,0.0,48.0,1.0,2.0,34.0,9.0,3.0,43.0,1.1884926488857016e-07,0.0009294772277694701,5.842188673882319,94188.93748008822,12.098739066285283,26903.37584524987,63744.99980618911,14179.200626513088,1323.8059072397712,40958.070738457005,135430,3866.1065791982965,5538.668097371106
タモリ,13,67548,58,278.0,-2.700000000000003,0.0,42.7,96.6,40.0,96.6,26.0,57.0,29.0,9.0,104.0,65.0,38.0,169.0,3.2172337623500804e-07,0.0044477096657128965,27.00862652996121,628512.7212412701,60.192353251587456,68822.00579815607,163796.3479191977,38353.45579961561,3322.247907660799,105967.00610380455,344534,14229.99628527182,23569.874839194603
ダレノガレ明美,13,24218,30,101.0,1.3999999999999995,1.2999999999999972,6.7,83.5,8.1,84.8,14.0,71.0,18.0,10.0,67.0,26.0,28.0,93.0,3.747369718132891e-10,3.327455269668337e-05,7.251902213731339,171247.41027366766,19.725539167717773,17505.157995012218,42147.340206746776,12011.757328339569,1647.0081745180005,28599.112301442197,86816,3810.8892896240136,5436.4234805382075
チョコレートプラネット,13,50161,47,183.0,-0.8999999999999986,0.3999999999999915,41.8,89.7,40.9,90.1,55.0,225.0,39.0,5.0,154.0,17.0,44.0,171.0,3.1017716666897124e-09,0.0002866751658280854,15.250999084528152,312206.188676973,33.95382711774547,51417.47474484307,122926.51623752243,32824.231696487244,3255.0603088340054,80867.34444489925,256633,10162.344699173354,18185.84249722809
ティモンディ,16,110273,72,195.0,-1.7999999999999972,5.099999999999994,20.9,75.4,19.1,80.5,107.0,266.0,63.0,8.0,166.0,28.0,71.0,194.0,3.130732028066244e-10,5.9608756646809155e-05,16.379684924395324,515271.9538279472,44.7022408313952,60155.321819377714,144527.3641091603,42759.151527941984,9113.47809850065,100949.65442799783,301198,22193.863676558154,42803.84902023556
ディーン・フジオカ,3,16904,10,152.0,1.6000000000000014,0.7000000000000028,20.5,86.2,22.1,86.9,12.0,188.0,8.0,2.0,125.0,20.0,10.0,145.0,9.364626995150988e-09,0.0001390915854885826,11.33171925959266,290716.7872704221,29.36688881854381,40481.89430560366,96624.15933740324,24364.918673891458,2969.0406853222235,63889.69305123931,202459,4000.5324305379504,8421.412800456077
トラウデン直美,19,89924,22,104.0,0.5,-0.30000000000000426,4.6,39.6,5.1,39.3,7.0,19.0,9.0,7.0,40.0,25.0,16.0,65.0,0.0,0.00011019309190787406,8.620982443190407,221005.31290506295,23.058042543735215,48080.08882350986,112258.40318859062,16697.341731519922,1292.7050157757797,69161.62754582694,245595,16547.715033056753,23612.765900209128
トリンドル玲奈,10,57328,35,134.0,-0.7000000000000011,-1.0,13.8,78.9,13.1,77.9,42.0,185.0,29.0,2.0,119.0,7.0,31.0,126.0,0.0,1.1446326440309766e-05,11.529349084466812,272285.7767669609,29.77839651958368,48498.721408119294,116199.07739967482,33719.69454643882,3646.58623170389,77298.53063020585,241982,11445.796651264787,14266.676209269068
トータス松本,5,17555,12,54.0,-0.7000000000000011,4.3999999999999915,14.9,72.9,14.2,77.3,16.0,27.0,10.0,2.0,27.0,12.0,12.0,39.0,1.3697622959404901e-07,0.0003382099890855923,3.9323928938181707,66279.055900093,7.626563421832414,13043.463021514746,30472.15183486025,4771.7996386336845,462.4639994255887,18901.188133911783,66649,2666.1164560264715,3380.0275137969784
ナイツ_(お笑いコンビ),4,14472,2,358.0,0.0,-0.5,34.5,89.0,34.5,88.5,-2.0,264.0,0.0,2.0,243.0,62.0,2.0,305.0,1.7768449114421967e-07,0.0020214725911337286,25.44070680352574,374731.05183339276,41.57492644213539,24738.606901307117,59176.388117703515,14770.833736363202,1013.8530126410183,38455.476579871014,122973,2393.14769675539,3572.5238700783866
バカリズム,6,20890,22,259.0,-1.6999999999999957,0.20000000000000284,35.9,92.2,34.2,92.4,28.0,255.0,16.0,1.0,167.0,32.0,17.0,199.0,1.9776739337322413e-08,0.0007658516928545768,24.00528239789261,545957.1743396,58.975474992332074,48856.621715447756,120700.74196616042,48082.766936706685,6456.338229089874,87162.7758883899,235686,2213.849759225375,2668.4483108078934
ヒコロヒー,11,141524,38,258.0,4.300000000000001,4.300000000000011,12.0,65.1,16.3,69.4,20.0,91.0,23.0,11.0,126.0,96.0,34.0,222.0,0.0,0.000619670343280368,23.243544922249967,486509.0652528351,49.859210432410116,129440.50762612904,310929.4600782374,84871.23618375268,9396.31297901304,207815.13294864874,641906,26607.600852139236,46807.13487643235
ヒロミ,8,20945,45,269.0,-0.1999999999999993,1.0999999999999943,26.2,94.7,26.0,95.8,13.0,116.0,24.0,15.0,136.0,79.0,39.0,215.0,3.8965486994782784e-07,0.0023038609833730033,21.635180587080207,504006.43052454793,57.78532353300496,34367.60157408762,82003.76385365511,20002.738431273796,1926.9915307508936,53572.916583785,171643,4763.362035368449,8176.991151333447
ビビる大木,6,9793,11,57.0,-1.3000000000000007,-0.4000000000000057,11.9,89.4,10.6,89.0,-4.0,7.0,1.0,5.0,14.0,10.0,6.0,24.0,9.586227279289086e-08,9.453597596460171e-05,4.987510897499242,92328.66622059881,10.800709548520462,13229.292837502446,31233.106787152497,6430.499769494626,524.2201594796877,19806.838759687358,66821,1795.184880798713,2444.932439354516
ビートたけし,2,7771,8,179.0,-6.599999999999998,-0.7000000000000028,32.4,97.5,25.8,96.8,3.0,-34.0,4.0,1.0,54.0,88.0,5.0,142.0,7.408189447065427e-07,0.01998968042449008,18.597796319844743,376706.7937081609,37.59395578260459,67858.86996966347,161730.60474666077,40339.02510566461,3971.674097865065,105578.50474953392,339699,1599.769563077697,2066.476444516854
ファーストサマーウイカ,9,58554,30,240.0,1.0,2.0,18.8,72.7,19.8,74.7,11.0,75.0,12.0,3.0,96.0,56.0,15.0,152.0,3.408075618679176e-09,0.001018257495453655,21.405158589557683,478195.65045294457,50.96486250284998,67803.69854056308,160214.3622189151,36854.5194571818,2203.687823643523,101184.27468396664,342596,14717.335413451516,22964.254583570746
フワちゃん,7,45631,47,282.0,2.799999999999997,0.7999999999999972,16.1,95.8,18.9,96.6,80.0,211.0,39.0,7.0,183.0,87.0,46.0,270.0,4.5355857232448396e-08,0.0004584229000257169,21.017740860492772,541964.7016999428,55.43906578763754,79931.24127641201,189129.50889220624,41046.65820979531,3585.264373317012,120863.16815661098,402954,6728.596036555162,11751.556023682395
ブラックマヨネーズ,7,7671,10,93.0,-2.0,-0.6000000000000085,24.1,91.2,22.1,90.6,9.0,23.0,7.0,2.0,43.0,29.0,9.0,72.0,5.655142102127029e-08,0.00016369049027985225,6.118027770925539,116046.98696510338,14.904761921756103,13831.413132046291,33023.05672613428,8637.586767211813,761.5274858069365,21570.59390968969,69102,1138.6375096291215,1696.2272783802935
ベッキー,7,16742,7,110.0,0.40000000000000036,1.5,11.5,92.7,11.9,94.2,-3.0,17.0,2.0,5.0,48.0,41.0,7.0,89.0,9.655367937349824e-08,0.0013278097111259126,10.28233764880291,217823.67279961018,20.444842001826164,28341.675351478076,66789.46491627143,13704.278598234916,1146.111319604966,42235.003462273744,143537,3292.741337087327,4625.997601450053
ホラン千秋,12,120135,55,222.0,1.7000000000000028,0.0,17.9,87.1,19.6,87.1,-5.0,-18.0,25.0,26.0,72.0,92.0,51.0,164.0,3.7957822426193294e-08,0.0008293523377503952,18.614425950098983,521501.4226511862,47.839737405169316,80578.07001554144,191740.96594233494,49899.59002088505,3434.438093499186,123490.94006660668,404072,21779.219430316323,30935.36594934688
マキタスポーツ,3,7810,5,179.0,-0.20000000000000018,4.200000000000003,6.7,49.4,6.5,53.6,-1.0,-35.0,2.0,3.0,29.0,76.0,5.0,105.0,9.900325806170062e-08,0.0003539417253880667,13.888209799932886,223278.67622973502,24.540717400609793,17912.674320907918,42975.86797910506,11241.673092954665,999.1569726188459,28342.67290262318,88829,1074.9250758140224,1874.7650220111311
マギー_(モデル),8,15914,18,257.0,-1.0,-1.8999999999999986,6.0,65.8,5.0,63.9,4.0,89.0,7.0,3.0,119.0,70.0,10.0,189.0,9.861499258244448e-10,2.159309500524955e-05,20.788564873996595,351667.19063261384,41.70206619614601,16251.05901597373,39047.09827155026,12504.068241198298,659.3667832806864,25512.215040452167,80753,2528.9201603787856,5049.176930874697
マツコ・デラックス,5,23182,32,456.0,-1.6000000000000014,0.30000000000001137,52.6,98.6,51.0,98.9,25.0,179.0,22.0,9.0,251.0,158.0,31.0,409.0,9.226417149143688e-08,0.0012451517317478076,32.843683169987656,915752.3100824719,101.00334578216437,57131.068281521104,135997.03791139953,32045.69726842928,4324.4916298435755,89632.45811399585,286551,5978.959148501191,12003.951369682169
ミキ_(お笑いコンビ),11,30544,30,228.0,-1.8000000000000007,-1.7999999999999972,18.8,83.2,17.0,81.4,8.0,52.0,17.0,10.0,111.0,72.0,27.0,183.0,1.4569149346935175e-08,0.0003964096085610944,17.55891289193669,383160.23401744984,39.225417051384206,29311.767350588165,69763.45386189263,16334.01938057121,725.1872408988348,44458.41315677938,146406,4129.350436382507,6242.7933408877825
ミルクボーイ,4,10400,9,200.0,1.4000000000000004,-1.2000000000000028,13.5,83.7,14.9,82.5,0.0,5.0,2.0,2.0,61.0,62.0,4.0,123.0,1.6495740323113867e-08,0.0007893029360152951,18.155877957220106,319893.1380439252,34.29513411856889,20366.188575950768,48653.77374252144,11977.795745984444,890.5358969772897,31603.66054917731,101421,2236.707039526722,3350.0695031922855
ムロツヨシ,8,48691,26,137.0,-2.6999999999999957,0.20000000000000284,49.4,92.7,46.7,92.9,23.0,184.0,16.0,2.0,112.0,9.0,18.0,121.0,1.0502354024629128e-07,0.0033835581879590837,10.624593348055845,266315.76469308935,26.429364846369324,38290.43815430229,90754.01468948313,20325.2071362083,2634.0240254368346,59060.40871416444,193007,8790.047917019505,13095.984276602609
ユースケ・サンタマリア,9,24782,8,34.0,-3.5,1.2000000000000028,20.7,88.0,17.2,89.2,3.0,6.0,4.0,1.0,12.0,10.0,5.0,22.0,1.400994642882548e-07,0.00039515939243430187,3.4833378420343775,72481.80861379641,7.077236252412305,20789.2661468267,48641.56633467708,9014.259200932172,734.8239722247795,30237.365293133025,106193,4354.623770921714,5851.5302838899715
リリー・フランキー,3,8461,3,79.0,-0.6999999999999993,1.7999999999999972,17.3,80.9,16.6,82.7,1.0,21.0,2.0,1.0,29.0,13.0,3.0,42.0,3.484521090524607e-08,0.0006184373931909992,6.6127606910676775,127918.93218365154,12.87726558830137,25147.368930963105,59820.20702952508,14544.977498305328,1501.956115852898,38935.49185061482,126221,1256.17908292131,1606.7732942416078
一ノ瀬颯,8,30458,10,52.0,-0.7,1.8000000000000007,1.4,7.6,0.7,9.4,17.0,50.0,7.0,0.0,26.0,9.0,7.0,35.0,0.0,2.8435527476204457e-05,5.0445198662219415,99067.98929544215,9.97210782571048,29744.569145094712,71333.79542312442,22245.06151631746,2142.3165494813547,47426.420543412096,148306,6600.934798682235,12004.1541888449
三吉彩花,7,30999,22,84.0,0.5,-0.19999999999999574,4.8,32.4,5.3,32.2,32.0,142.0,17.0,1.0,75.0,4.0,18.0,79.0,1.1453634883661647e-09,6.70815882729271e-05,7.698471121081769,169955.10197240952,16.211972657712153,40408.12026147548,96946.22203734501,27187.88703963688,1698.959308606893,63354.451543597745,200372,5785.650692559578,8581.223972572483
三宅裕司,7,23528,12,59.0,1.5999999999999996,2.299999999999997,11.9,82.3,13.5,84.6,4.0,23.0,4.0,3.0,26.0,13.0,7.0,39.0,3.296992766036264e-08,3.320842579466605e-05,5.097122417003482,94378.95050571137,10.363530079136899,16811.864576826432,39183.59231131292,6242.695678410426,500.26117467356585,24092.391185704873,86158,4126.970866020631,5280.641542307687
三戸なつめ,2,10978,0,33.0,-0.20000000000000018,-1.0999999999999943,2.7,50.8,2.5,49.7,0.0,12.0,0.0,0.0,16.0,7.0,0.0,23.0,0.0,9.823586017473043e-07,1.8831523666358936,36104.72157468996,4.050077531674761,8109.304676571078,18936.058697189674,2633.970688264441,289.2977517649137,11742.51176365738,41416,2081.284104640581,2981.282089171311
三浦友和,5,17241,20,128.0,0.40000000000000213,0.20000000000000284,18.9,82.1,19.3,82.3,28.0,73.0,17.0,0.0,73.0,24.0,17.0,97.0,5.790355936580353e-08,0.0003185506160069198,9.930046324140857,242218.1508924155,21.615814861666024,37091.75624798254,87360.40501506436,16297.083182385124,1339.0243602583446,55024.998829696604,187736,2038.9987888354399,2514.0842596923258
三浦知良,12,59580,22,120.0,-1.4000000000000021,2.1000000000000085,24.1,88.3,22.7,90.4,60.0,196.0,21.0,1.0,102.0,14.0,22.0,116.0,1.1050081546403996e-09,0.00015939823528047446,11.580525673283843,294556.5723874682,25.37164877012749,74543.08260267286,178928.2800337124,42225.72333683672,5925.6761051519225,119871.59694707666,369576,7641.9661301966025,14531.377953789097
三浦翔平,12,32225,37,121.0,-3.0,-1.2999999999999972,16.3,67.8,13.3,66.5,24.0,71.0,26.0,5.0,70.0,21.0,31.0,91.0,2.1484853675180272e-08,0.00013595482871703554,9.428767695735274,235312.27326034912,24.448477507735202,35867.949244571886,84153.69733581129,15474.92272187845,1174.2964772090065,52501.41078737458,182457,5377.6154036082025,7397.022927964505
三浦貴大,8,28765,5,55.0,-0.5999999999999996,1.1999999999999957,4.8,43.2,4.2,44.4,-2.0,21.0,0.0,2.0,24.0,15.0,2.0,39.0,2.356612711317835e-08,0.0002601969671948926,4.494853055622327,100683.48759109617,9.430680567960437,38527.56238295222,91576.55470383786,20575.579442199713,1518.8958414823207,58791.4559329753,192960,4008.247608079251,5771.29821033255
三浦透子,4,54564,7,136.0,1.9,4.699999999999999,1.1,15.8,3.0,20.5,11.0,252.0,5.0,0.0,118.0,7.0,5.0,125.0,0.0,3.156561479198198e-05,10.960835978339857,222186.13362353365,21.27963565024758,69102.90643150835,163912.28394522239,30574.390751082865,2060.096600874902,104240.93564300828,346004,8910.85371620457,12776.296134751445
上地雄輔,8,27412,7,61.0,2.0,1.9000000000000057,8.8,85.5,10.8,87.4,10.0,45.0,7.0,0.0,35.0,6.0,7.0,41.0,3.228747633974563e-08,0.00019721877008490574,4.535628220605601,127838.43727700898,13.670637806509134,26892.393907862483,62415.40036180663,10269.865052205194,935.8768146554664,38183.17270619007,138751,4842.44608661998,7051.469096954946
上川隆也,7,36155,16,101.0,0.10000000000000142,-0.20000000000000284,17.2,73.3,17.3,73.1,19.0,59.0,11.0,1.0,49.0,18.0,12.0,67.0,9.035208589172541e-08,0.0006498995860676269,8.66983307119718,150016.24487036737,16.81485183335452,42740.45339819179,101464.99231654148,24404.589569371252,1522.0084073229868,64825.51203626773,214500,7617.913432361904,11668.34563326933
上戸彩,6,50335,22,155.0,-2.700000000000003,1.3999999999999915,37.0,91.7,34.3,93.1,23.0,117.0,18.0,1.0,108.0,21.0,19.0,129.0,2.2620917492499927e-08,0.0013446309957416476,16.95301756576016,447650.8443240438,44.56821608272099,48528.22494412743,116548.20153295653,30257.519259482593,4622.962826028807,79061.86326817352,240906,9518.877460641459,19458.889654441566
上田晋也,3,7770,4,103.0,-2.099999999999998,-2.0,30.4,94.9,28.3,92.9,1.0,28.0,1.0,0.0,53.0,27.0,1.0,80.0,4.233332541710242e-08,0.00020793494868304733,9.607418784218723,203712.72552143433,23.401733898080746,25760.67983307053,61121.68550730391,13551.335204611356,2063.675107752245,40161.650366732116,129772,2759.2998155223477,4946.47527740167
上白石萌歌,10,87396,80,330.0,-2.8000000000000007,-1.5,19.3,79.6,16.5,78.1,95.0,374.0,57.0,13.0,247.0,49.0,70.0,296.0,4.506812061121376e-09,0.0005569756938088227,27.128181431961206,630574.386093116,63.76911404236649,80758.9051266644,193904.26965882123,58226.106790713726,3788.577778353575,127184.91698769404,400842,17501.353213236907,28185.629662308456
上白石萌音,8,91817,53,337.0,-1.9000000000000021,-1.6000000000000085,24.6,84.4,22.7,82.8,61.0,376.0,45.0,7.0,255.0,44.0,52.0,299.0,1.8291202276568125e-07,0.0047277538202408825,30.603538753997608,624600.9581573113,62.45790876871601,107805.97391835882,259182.62074566554,76609.69880336168,4643.437969178513,170009.46761611383,533695,19594.60858974645,31484.274060526706
上野樹里,10,51547,31,126.0,-1.3000000000000007,-2.299999999999997,28.7,79.5,27.4,77.2,60.0,173.0,30.0,1.0,103.0,12.0,31.0,115.0,3.3339638673121684e-07,0.0028469631046889607,9.612302529589119,236165.30864043758,24.05907839158636,52044.3172687101,123352.18733018772,27073.611494517747,3305.2060570831827,80023.45843330226,262150,9511.239437362527,15513.15336725698
与田祐希,4,25815,29,174.0,-1.2999999999999998,4.200000000000001,4.8,13.1,3.5,17.3,-25.0,192.0,8.0,20.0,141.0,27.0,28.0,168.0,9.634155529528621e-09,0.00010751974223663623,12.710604372371282,284247.7508416858,29.945156613132266,42828.81053840763,101750.77337854833,24419.758908846274,1169.4953474420004,64735.2171336344,214572,3079.6580382510438,4656.196847423558
中丸雄一,17,77436,65,249.0,-0.8999999999999986,2.5,23.9,81.9,23.0,84.4,50.0,89.0,37.0,14.0,97.0,59.0,51.0,156.0,1.3867844494376706e-07,0.0005821266425872056,20.185576596407625,408993.5222045365,47.24307392359333,45520.915642196924,106173.08625918906,17818.114517204416,1969.1861029854945,65971.1126816778,233437,12365.825714701998,16081.506082141837
中井貴一,8,65874,47,154.0,1.8000000000000007,4.199999999999989,25.3,83.4,27.1,87.6,51.0,148.0,34.0,6.0,107.0,16.0,40.0,123.0,1.3368931767227487e-07,0.0004715301725625624,11.685363122297598,262482.12488083885,27.63239629612533,53680.91992443413,126527.63729701622,21594.660272723348,1677.3948044155966,79585.78244193736,271020,12571.769729569865,17579.916616602426
中尾明慶,5,31419,13,142.0,3.9000000000000004,5.1000000000000085,12.6,75.6,16.5,80.7,7.0,156.0,9.0,4.0,114.0,20.0,13.0,134.0,5.608711876007922e-08,0.0009971340857915937,10.496431274662907,273965.917673884,29.58071278439847,51425.390144419056,122028.83115243311,29551.72848366526,1711.4939664892531,77733.89765149161,258379,3048.2290911236723,5463.884134510957
中居正広,11,128584,157,396.0,3.5,0.4000000000000057,29.4,96.8,32.9,97.2,-6.0,110.0,85.0,63.0,221.0,137.0,148.0,358.0,2.41561646195199e-07,0.0016188658959499004,33.00770526993354,995354.157713814,90.0486015675431,109430.87172777504,262933.8308178655,65592.07777669445,5841.161512203418,173670.03535217923,540869,13051.71084368599,22874.895935840403
中山秀征,13,51455,28,76.0,-1.299999999999999,1.1000000000000085,14.2,90.8,12.9,91.9,27.0,61.0,24.0,2.0,56.0,8.0,26.0,64.0,1.6097420195061664e-07,0.0005282366484009946,6.069669339770261,180971.64199335728,19.858261844452983,29739.280380406508,69148.55636903839,10396.395028490439,683.5388268903372,42121.93468162043,152754,9415.431704191644,12676.341837260125
中山美穂,9,108692,17,73.0,-0.7000000000000011,1.8000000000000114,10.3,76.6,9.6,78.4,12.0,33.0,12.0,3.0,40.0,25.0,15.0,65.0,1.1582464686313762e-07,0.0008107024772503467,5.90562730886781,134503.7731536634,14.965770799007897,68362.98179702298,161661.8928476347,33250.336205985666,2151.470065654772,102287.19663046533,344255,21505.802388695145,30842.573136537398
中島セナ,8,1930,21,36.0,-0.4,0.19999999999999973,0.4,3.2,0.0,3.4,42.0,54.0,16.0,0.0,22.0,2.0,16.0,24.0,3.1997971742620837e-09,3.844285904904718e-06,2.477102936602281,51817.15724459687,5.36252906943603,2355.7716464064874,5586.414696166812,1414.5267062862433,156.82098018953224,3632.6158383355296,11891,153.33918025268656,339.83861574475907
